id,Dim_Season,Dim_Date,Dim_Team,Dim_Country,Fct_Indicator,Dim_SEQ,Dim_RSEQ,Dim_HA,Fct_pt,Fct_FTR,Fct_Vpt,Fct_Cnt,Dim_State
428,201213,2013-01-16,Chelsea,England,Red,22,17,Home,42,D,-1,1,CA
429,201213,2013-01-12,Chelsea,England,Dark Green,21,18,Away,41,W,5,1,CA
430,201213,2013-01-02,Chelsea,England,Grey,20,19,Home,38,L,-1,1,CA
431,201213,2012-12-30,Chelsea,England,Dark Green,19,20,Away,38,W,4,1,CA
432,201213,2012-12-26,Chelsea,England,Dark Green,18,21,Away,35,W,3,1,CA
433,201213,2012-12-23,Chelsea,England,Dark Green,17,22,Home,32,W,8,1,CA
434,201213,2012-12-08,Chelsea,England,Dark Green,16,23,Away,29,W,3,1,CA
435,201213,2012-12-01,Chelsea,England,Red,15,24,Away,26,L,-2,1,CA
436,201213,2012-11-28,Chelsea,England,Red,14,25,Home,26,D,-1,1,CA
437,201213,2012-11-25,Chelsea,England,Green,13,26,Home,25,D,2,1,CA
438,201213,2012-11-17,Chelsea,England,Red,12,27,Away,24,L,-2,1,CA
439,201213,2012-11-11,Chelsea,England,Red,11,28,Home,24,D,-1,1,CA
440,201213,2012-11-03,Chelsea,England,Red,10,29,Away,23,D,-1,1,CA
441,201213,2012-10-28,Chelsea,England,Red,9,30,Home,22,L,-1,1,CA
442,201213,2012-10-20,Chelsea,England,Dark Green,8,31,Away,22,W,7,1,CA
443,201213,2012-10-06,Chelsea,England,Dark Green,7,32,Home,19,W,5,1,CA
444,201213,2012-09-29,Chelsea,England,Dark Green,6,33,Away,16,W,5,1,CA
445,201213,2012-09-22,Chelsea,England,Green,5,34,Home,13,W,3,1,CA
446,201213,2012-09-15,Chelsea,England,Red,4,35,Away,10,D,-1,1,CA
447,201213,2012-08-25,Chelsea,England,Green,3,36,Home,9,W,3,1,CA
448,201213,2012-08-22,Chelsea,England,Dark Green,2,37,Home,6,W,5,1,CA
449,201213,2012-08-19,Chelsea,England,Green,1,38,Away,3,W,3,1,CA
450,201314,2014-05-11,Arsenal,England,Dark Green,38,1,Away,79,W,3,1,CA
451,201314,2014-05-04,Arsenal,England,Green,37,2,Home,76,W,3,1,CA
452,201314,2014-04-28,Arsenal,England,Dark Green,36,3,Home,73,W,4,1,CA
453,201314,2014-04-20,Arsenal,England,Dark Green,35,4,Away,70,W,3,1,CA
454,201314,2014-04-15,Arsenal,England,Dark Green,34,5,Home,67,W,4,1,CA
455,201314,2014-04-06,Arsenal,England,Red,33,6,Away,64,L,-1,1,CA
456,201314,2014-03-29,Arsenal,England,Green,32,7,Home,64,D,2,1,CA
457,201314,2014-03-25,Arsenal,England,Red,31,8,Home,63,D,-1,1,CA
458,201314,2014-03-22,Arsenal,England,Yellow,30,9,Away,62,L,-3,1,CA
459,201314,2014-03-16,Arsenal,England,Dark Green,29,10,Away,62,W,4,1,CA
460,201314,2014-03-01,Arsenal,England,Red,28,11,Away,59,L,-2,1,CA
461,201314,2014-02-22,Arsenal,England,Dark Green,27,12,Home,59,W,5,1,CA
462,201314,2014-02-12,Arsenal,England,Grey,26,13,Home,56,D,-1,1,CA
463,201314,2014-02-08,Arsenal,England,Red,25,14,Away,55,L,-1,1,CA
464,201314,2014-02-02,Arsenal,England,Green,24,15,Home,55,W,2,1,CA
465,201314,2014-01-28,Arsenal,England,Grey,23,16,Away,52,D,-1,1,CA
466,201314,2014-01-18,Arsenal,England,Green,22,17,Home,51,W,2,1,CA
467,201314,2014-01-13,Arsenal,England,Dark Green,21,18,Away,48,W,3,1,CA
468,201314,2014-01-01,Arsenal,England,Green,20,19,Home,45,W,3,1,CA
469,201314,2013-12-29,Arsenal,England,Dark Green,19,20,Away,42,W,3,1,CA
470,201314,2013-12-26,Arsenal,England,Dark Green,18,21,Away,39,W,3,1,CA
471,201314,2013-12-23,Arsenal,England,Grey,17,22,Home,36,D,-1,1,CA
472,201314,2013-12-14,Arsenal,England,Red,16,23,Away,35,L,-1,1,CA
473,201314,2013-12-08,Arsenal,England,Grey,15,24,Home,35,D,-1,1,CA
474,201314,2013-12-04,Arsenal,England,Green,14,25,Home,34,W,2,1,CA
475,201314,2013-11-30,Arsenal,England,Dark Green,13,26,Away,31,W,3,1,CA
476,201314,2013-11-23,Arsenal,England,Dark Green,12,27,Home,28,W,3,1,CA
477,201314,2013-11-10,Arsenal,England,Red,11,28,Away,25,L,-1,1,CA
478,201314,2013-11-02,Arsenal,England,Dark Green,10,29,Home,25,W,4,1,CA
479,201314,2013-10-26,Arsenal,England,Green,9,30,Away,22,W,3,1,CA
480,201314,2013-10-19,Arsenal,England,Dark Green,8,31,Home,19,W,5,1,CA
481,201314,2013-10-06,Arsenal,England,Red,7,32,Away,16,D,-1,1,CA
482,201314,2013-09-28,Arsenal,England,Dark Green,6,33,Away,15,W,4,1,CA
483,201314,2013-09-22,Arsenal,England,Dark Green,5,34,Home,12,W,4,1,CA
484,201314,2013-09-14,Arsenal,England,Dark Green,4,35,Away,9,W,3,1,CA
485,201314,2013-09-01,Arsenal,England,Dark Green,3,36,Home,6,W,4,1,CA
486,201314,2013-08-24,Arsenal,England,Dark Green,2,37,Away,3,W,4,1,CA
487,201314,2013-08-17,Arsenal,England,Grey,1,38,Home,0,L,,1,CA
488,201314,2014-05-18,Sevilla,Spain,Dark Green,38,1,Home,63,W,5,1,FL
489,201314,2014-05-11,Sevilla,Spain,Red,37,2,Away,60,L,-1,1,FL
490,201314,2014-05-04,Sevilla,Spain,Grey,36,3,Home,60,D,-1,1,FL
491,201314,2014-04-27,Sevilla,Spain,Red,35,4,Away,59,L,-2,1,FL
492,201314,2014-04-20,Sevilla,Spain,Dark Green,34,5,Home,59,W,6,1,FL
493,201314,2014-04-13,Sevilla,Spain,Dark Green,33,6,Away,56,W,4,1,FL
494,201314,2014-04-06,Sevilla,Spain,Dark Green,32,7,Home,53,W,6,1,FL
495,201314,2014-03-29,Sevilla,Spain,Red,31,8,Away,50,L,-1,1,FL
496,201314,2014-03-26,Sevilla,Spain,Dark Green,30,9,Home,50,W,9,1,FL
497,201314,2014-03-23,Sevilla,Spain,Dark Green,29,10,Away,47,W,4,1,FL
498,201314,2014-03-16,Sevilla,Spain,Dark Green,28,11,Home,44,W,6,1,FL
499,201314,2014-03-09,Sevilla,Spain,Dark Green,27,12,Away,41,W,4,1,FL
500,201314,2014-03-02,Sevilla,Spain,Dark Green,26,13,Home,38,W,6,1,FL
501,201314,2014-02-23,Sevilla,Spain,Dark Green,25,14,Away,35,W,4,1,FL
502,201314,2014-02-16,Sevilla,Spain,Grey,24,15,Home,32,D,-1,1,FL
503,201314,2014-02-09,Sevilla,Spain,Red,23,16,Home,31,L,-2,1,FL
504,201314,2014-02-01,Sevilla,Spain,Red,22,17,Away,31,L,-1,1,FL
505,201314,2014-01-25,Sevilla,Spain,Grey,21,18,Home,31,L,-1,1,FL
506,201314,2014-01-19,Sevilla,Spain,Dark Green,20,19,Away,31,D,3,1,FL
507,201314,2014-01-11,Sevilla,Spain,Grey,19,20,Away,30,D,-1,1,FL
508,201314,2014-01-05,Sevilla,Spain,Dark Green,18,21,Home,29,W,5,1,FL
509,201314,2013-12-21,Sevilla,Spain,Dark Green,17,22,Away,26,W,8,1,FL
510,201314,2013-12-15,Sevilla,Spain,Green,16,23,Home,23,D,2,1,FL
511,201314,2013-12-01,Sevilla,Spain,Dark Green,15,24,Away,22,W,4,1,FL
512,201314,2013-11-24,Sevilla,Spain,Dark Green,14,25,Home,19,W,6,1,FL
513,201314,2013-11-10,Sevilla,Spain,Dark Green,13,26,Away,16,W,4,1,FL
514,201314,2013-11-02,Sevilla,Spain,Grey,12,27,Home,13,L,-1,1,FL
515,201314,2013-10-30,Sevilla,Spain,Yellow,11,28,Away,13,L,-2,1,FL
516,201314,2013-10-27,Sevilla,Spain,Green,10,29,Home,13,W,3,1,FL
517,201314,2013-10-20,Sevilla,Spain,Grey,9,30,Away,10,D,-1,1,FL
518,201314,2013-10-06,Sevilla,Spain,Green,8,31,Home,9,W,3,1,FL
519,201314,2013-09-28,Sevilla,Spain,Green,7,32,Away,6,D,2,1,FL
520,201314,2013-09-25,Sevilla,Spain,Dark Green,6,33,Home,5,W,6,1,FL
521,201314,2013-09-22,Sevilla,Spain,Grey,5,34,Away,2,L,-1,1,FL
522,201314,2013-09-14,Sevilla,Spain,Grey,4,35,Away,2,L,0,1,FL
523,201314,2013-09-01,Sevilla,Spain,Red,3,36,Home,2,D,-1,1,FL
524,201314,2013-08-25,Sevilla,Spain,Grey,2,37,Away,1,D,-1,1,FL
525,201314,2013-08-18,Sevilla,Spain,Grey,1,38,Home,0,L,,1,FL
526,201415,2015-05-24,Arsenal,England,Dark Green,38,1,Home,75,W,6,1,CA
527,201415,2015-05-20,Arsenal,England,Red,37,2,Home,72,D,-1,1,CA
528,201415,2015-05-17,Arsenal,England,Grey,36,3,Away,71,D,-1,1,CA
529,201415,2015-05-11,Arsenal,England,Grey,35,4,Home,70,L,-1,1,CA
530,201415,2015-05-04,Arsenal,England,Dark Green,34,5,Away,70,W,3,1,CA
531,201415,2015-04-26,Arsenal,England,Green,33,6,Home,67,D,2,1,CA
532,201415,2015-04-11,Arsenal,England,Dark Green,32,7,Away,66,W,3,1,CA
533,201415,2015-04-04,Arsenal,England,Dark Green,31,8,Home,63,W,7,1,CA
534,201415,2015-03-21,Arsenal,England,Dark Green,30,9,Away,60,W,3,1,CA
535,201415,2015-03-14,Arsenal,England,Dark Green,29,10,Home,57,W,4,1,CA
536,201415,2015-03-04,Arsenal,England,Green,28,11,Away,54,W,3,1,CA
537,201415,2015-03-01,Arsenal,England,Dark Green,27,12,Home,51,W,3,1,CA
538,201415,2015-02-21,Arsenal,England,Dark Green,26,13,Away,48,W,3,1,CA
539,201415,2015-02-10,Arsenal,England,Green,25,14,Home,45,W,3,1,CA
540,201415,2015-02-07,Arsenal,England,Red,24,15,Away,42,L,-1,1,CA
541,201415,2015-02-01,Arsenal,England,Dark Green,23,16,Home,42,W,6,1,CA
542,201415,2015-01-18,Arsenal,England,Dark Green,22,17,Away,39,W,8,1,CA
543,201415,2015-01-11,Arsenal,England,Dark Green,21,18,Home,36,W,5,1,CA
544,201415,2015-01-01,Arsenal,England,Red,20,19,Away,33,L,-1,1,CA
545,201415,2014-12-28,Arsenal,England,Dark Green,19,20,Away,33,W,4,1,CA
546,201415,2014-12-26,Arsenal,England,Green,18,21,Home,30,W,3,1,CA
547,201415,2014-12-21,Arsenal,England,Grey,17,22,Away,27,D,-1,1,CA
548,201415,2014-12-13,Arsenal,England,Dark Green,16,23,Home,26,W,6,1,CA
549,201415,2014-12-06,Arsenal,England,Red,15,24,Away,23,L,-2,1,CA
550,201415,2014-12-03,Arsenal,England,Dark Green,14,25,Home,23,W,5,1,CA
551,201415,2014-11-29,Arsenal,England,Dark Green,13,26,Away,20,W,3,1,CA
552,201415,2014-11-22,Arsenal,England,Red,12,27,Home,17,L,-1,1,CA
553,201415,2014-11-09,Arsenal,England,Red,11,28,Away,17,L,-1,1,CA
554,201415,2014-11-01,Arsenal,England,Dark Green,10,29,Home,17,W,4,1,CA
555,201415,2014-10-25,Arsenal,England,Dark Green,9,30,Away,14,W,3,1,CA
556,201415,2014-10-18,Arsenal,England,Grey,8,31,Home,11,D,-1,1,CA
557,201415,2014-10-05,Arsenal,England,Grey,7,32,Away,10,L,-1,1,CA
558,201415,2014-09-27,Arsenal,England,Grey,6,33,Home,10,D,-1,1,CA
559,201415,2014-09-20,Arsenal,England,Dark Green,5,34,Away,9,W,7,1,CA
560,201415,2014-09-13,Arsenal,England,Green,4,35,Home,6,D,2,1,CA
561,201415,2014-08-31,Arsenal,England,Red,3,36,Away,5,D,-1,1,CA
562,201415,2014-08-23,Arsenal,England,Grey,2,37,Away,4,D,-1,1,CA
563,201415,2014-08-16,Arsenal,England,Green,1,38,Home,3,W,3,1,CA
564,201415,2015-05-24,Chelsea,England,Dark Green,38,1,Home,87,W,4,1,CA
565,201415,2015-05-18,Chelsea,England,Red,37,2,Away,84,L,-2,1,CA
566,201415,2015-05-10,Chelsea,England,Grey,36,3,Home,84,D,-1,1,CA
567,201415,2015-05-03,Chelsea,England,Green,35,4,Home,83,W,3,1,CA
568,201415,2015-04-29,Chelsea,England,Dark Green,34,5,Away,80,W,3,1,CA
569,201415,2015-04-26,Chelsea,England,Grey,33,6,Away,77,D,-1,1,CA
570,201415,2015-04-18,Chelsea,England,Dark Green,32,7,Home,76,W,4,1,CA
571,201415,2015-04-12,Chelsea,England,Green,31,8,Away,73,W,3,1,CA
572,201415,2015-04-04,Chelsea,England,Green,30,9,Home,70,W,3,1,CA
573,201415,2015-03-22,Chelsea,England,Green,29,10,Away,67,W,3,1,CA
574,201415,2015-03-15,Chelsea,England,Grey,28,11,Home,64,D,-1,1,CA
575,201415,2015-03-04,Chelsea,England,Dark Green,27,12,Away,63,W,3,1,CA
576,201415,2015-02-21,Chelsea,England,Red,26,13,Home,60,D,-2,1,CA
577,201415,2015-02-11,Chelsea,England,Green,25,14,Home,59,W,3,1,CA
578,201415,2015-02-07,Chelsea,England,Green,24,15,Away,56,W,3,1,CA
579,201415,2015-01-31,Chelsea,England,Grey,23,16,Home,53,D,-1,1,CA
580,201415,2015-01-17,Chelsea,England,Dark Green,22,17,Away,52,W,6,1,CA
581,201415,2015-01-10,Chelsea,England,Green,21,18,Home,49,W,2,1,CA
582,201415,2015-01-01,Chelsea,England,Red,20,19,Away,46,L,-2,1,CA
583,201415,2014-12-28,Chelsea,England,Red,19,20,Away,46,D,-1,1,CA
584,201415,2014-12-26,Chelsea,England,Green,18,21,Home,45,W,3,1,CA
585,201415,2014-12-22,Chelsea,England,Dark Green,17,22,Away,42,W,3,1,CA
586,201415,2014-12-13,Chelsea,England,Green,16,23,Home,39,W,2,1,CA
587,201415,2014-12-06,Chelsea,England,Yellow,15,24,Away,36,L,-2,1,CA
588,201415,2014-12-03,Chelsea,England,Dark Green,14,25,Home,36,W,4,1,CA
589,201415,2014-11-29,Chelsea,England,Red,13,26,Away,33,D,-1,1,CA
590,201415,2014-11-22,Chelsea,England,Green,12,27,Home,32,W,3,1,CA
591,201415,2014-11-08,Chelsea,England,Dark Green,11,28,Away,29,W,4,1,CA
592,201415,2014-11-01,Chelsea,England,Green,10,29,Home,26,W,2,1,CA
593,201415,2014-10-26,Chelsea,England,Grey,9,30,Away,23,D,-1,1,CA
594,201415,2014-10-18,Chelsea,England,Green,8,31,Away,22,W,3,1,CA
595,201415,2014-10-05,Chelsea,England,Dark Green,7,32,Home,19,W,3,1,CA
596,201415,2014-09-27,Chelsea,England,Dark Green,6,33,Home,16,W,4,1,CA
597,201415,2014-09-21,Chelsea,England,Grey,5,34,Away,13,D,-1,1,CA
598,201415,2014-09-13,Chelsea,England,Dark Green,4,35,Home,12,W,5,1,CA
599,201415,2014-08-30,Chelsea,England,Dark Green,3,36,Away,9,W,9,1,CA
600,201415,2014-08-23,Chelsea,England,Green,2,37,Home,6,W,3,1,CA
601,201415,2014-08-18,Chelsea,England,Green,1,38,Away,3,W,3,1,CA
602,201415,2015-05-23,Sevilla,Spain,Dark Green,38,1,Away,76,W,4,1,FL
603,201415,2015-05-17,Sevilla,Spain,Green,37,2,Home,73,W,3,1,FL
604,201415,2015-05-10,Sevilla,Spain,Grey,36,3,Away,70,D,-1,1,FL
605,201415,2015-05-02,Sevilla,Spain,Red,35,4,Home,69,L,-2,1,FL
606,201415,2015-04-29,Sevilla,Spain,Dark Green,34,5,Away,69,W,3,1,FL
607,201415,2015-04-26,Sevilla,Spain,Green,33,6,Home,66,W,3,1,FL
608,201415,2015-04-19,Sevilla,Spain,Red,32,7,Away,63,D,-1,1,FL
609,201415,2015-04-11,Sevilla,Spain,Green,31,8,Home,62,D,3,1,FL
610,201415,2015-04-07,Sevilla,Spain,Dark Green,30,9,Away,61,W,3,1,FL
611,201415,2015-04-04,Sevilla,Spain,Dark Green,29,10,Home,58,W,3,1,FL
612,201415,2015-03-22,Sevilla,Spain,Dark Green,28,11,Away,55,W,5,1,FL
613,201415,2015-03-15,Sevilla,Spain,Dark Green,27,12,Home,52,W,4,1,FL
614,201415,2015-03-07,Sevilla,Spain,Dark Green,26,13,Away,49,W,6,1,FL
615,201415,2015-03-01,Sevilla,Spain,Green,25,14,Home,46,D,2,1,FL
616,201415,2015-02-22,Sevilla,Spain,Red,24,15,Away,45,L,-1,1,FL
617,201415,2015-02-14,Sevilla,Spain,Dark Green,23,16,Home,45,W,4,1,FL
618,201415,2015-02-08,Sevilla,Spain,Red,22,17,Away,42,L,-2,1,FL
619,201415,2015-02-04,Sevilla,Spain,Red,21,18,Away,42,L,-1,1,FL
620,201415,2015-02-01,Sevilla,Spain,Dark Green,20,19,Home,42,W,5,1,FL
621,201415,2015-01-25,Sevilla,Spain,Yellow,19,20,Away,39,L,-2,1,FL
622,201415,2015-01-18,Sevilla,Spain,Dark Green,18,21,Home,39,W,3,1,FL
623,201415,2015-01-11,Sevilla,Spain,Dark Green,17,22,Away,36,W,3,1,FL
624,201415,2015-01-03,Sevilla,Spain,Dark Green,16,23,Home,33,W,3,1,FL
625,201415,2014-12-14,Sevilla,Spain,Red,15,24,Home,30,D,-1,1,FL
626,201415,2014-12-07,Sevilla,Spain,Dark Green,14,25,Away,29,W,4,1,FL
627,201415,2014-11-30,Sevilla,Spain,Dark Green,13,26,Home,26,W,7,1,FL
628,201415,2014-11-22,Sevilla,Spain,Yellow,12,27,Away,23,L,-3,1,FL
629,201415,2014-11-09,Sevilla,Spain,Red,11,28,Home,23,D,-2,1,FL
630,201415,2014-11-02,Sevilla,Spain,Red,10,29,Away,22,L,-1,1,FL
631,201415,2014-10-26,Sevilla,Spain,Dark Green,9,30,Home,22,W,4,1,FL
632,201415,2014-10-19,Sevilla,Spain,Dark Green,8,31,Away,19,W,4,1,FL
633,201415,2014-10-05,Sevilla,Spain,Dark Green,7,32,Home,16,W,6,1,FL
634,201415,2014-09-27,Sevilla,Spain,Yellow,6,33,Away,13,L,-3,1,FL
635,201415,2014-09-24,Sevilla,Spain,Dark Green,5,34,Home,13,W,3,1,FL
636,201415,2014-09-21,Sevilla,Spain,Dark Green,4,35,Away,10,W,4,1,FL
637,201415,2014-09-14,Sevilla,Spain,Green,3,36,Home,7,W,3,1,FL
638,201415,2014-08-30,Sevilla,Spain,Dark Green,2,37,Away,4,W,4,1,FL
639,201415,2014-08-23,Sevilla,Spain,Grey,1,38,Home,1,D,-1,1,FL
640,201516,2016-05-15,Arsenal,England,Dark Green,38,1,Home,71,W,5,1,CA
641,201516,2016-05-08,Arsenal,England,Grey,37,2,Away,68,D,-1,1,CA
642,201516,2016-04-30,Arsenal,England,Green,36,3,Home,67,W,3,1,CA
643,201516,2016-04-24,Arsenal,England,Red,35,4,Away,64,D,-1,1,CA
644,201516,2016-04-21,Arsenal,England,Green,34,5,Home,63,W,3,1,CA
645,201516,2016-04-17,Arsenal,England,Red,33,6,Home,60,D,-1,1,CA
646,201516,2016-04-09,Arsenal,England,Red,32,7,Away,59,D,-1,1,CA
647,201516,2016-04-02,Arsenal,England,Dark Green,31,8,Home,58,W,5,1,CA
648,201516,2016-03-19,Arsenal,England,Dark Green,30,9,Away,55,W,4,1,CA
649,201516,2016-03-05,Arsenal,England,Green,29,10,Away,52,D,2,1,CA
650,201516,2016-03-02,Arsenal,England,Grey,28,11,Home,51,L,-1,1,CA
651,201516,2016-02-28,Arsenal,England,Red,27,12,Away,51,L,-1,1,CA
652,201516,2016-02-14,Arsenal,England,Dark Green,26,13,Home,51,W,5,1,CA
653,201516,2016-02-07,Arsenal,England,Dark Green,25,14,Away,48,W,4,1,CA
654,201516,2016-02-02,Arsenal,England,Grey,24,15,Home,45,D,-1,1,CA
655,201516,2016-01-24,Arsenal,England,Red,23,16,Home,44,L,-1,1,CA
656,201516,2016-01-17,Arsenal,England,Grey,22,17,Away,44,D,-1,1,CA
657,201516,2016-01-13,Arsenal,England,Red,21,18,Away,43,D,-1,1,CA
658,201516,2016-01-02,Arsenal,England,Green,20,19,Home,42,W,3,1,CA
659,201516,2015-12-28,Arsenal,England,Green,19,20,Home,39,W,3,1,CA
660,201516,2015-12-26,Arsenal,England,Red,18,21,Away,36,L,-2,1,CA
661,201516,2015-12-21,Arsenal,England,Dark Green,17,22,Home,36,W,4,1,CA
662,201516,2015-12-13,Arsenal,England,Green,16,23,Away,33,W,3,1,CA
663,201516,2015-12-05,Arsenal,England,Dark Green,15,24,Home,30,W,4,1,CA
664,201516,2015-11-29,Arsenal,England,Red,14,25,Away,27,D,-1,1,CA
665,201516,2015-11-21,Arsenal,England,Red,13,26,Away,26,L,-2,1,CA
666,201516,2015-11-08,Arsenal,England,Grey,12,27,Home,26,D,-1,1,CA
667,201516,2015-10-31,Arsenal,England,Dark Green,11,28,Away,25,W,3,1,CA
668,201516,2015-10-24,Arsenal,England,Green,10,29,Home,22,W,3,1,CA
669,201516,2015-10-17,Arsenal,England,Dark Green,9,30,Away,19,W,3,1,CA
670,201516,2015-10-04,Arsenal,England,Dark Green,8,31,Home,16,W,6,1,CA
671,201516,2015-09-26,Arsenal,England,Dark Green,7,32,Away,13,W,7,1,CA
672,201516,2015-09-19,Arsenal,England,Red,6,33,Away,10,L,-1,1,CA
673,201516,2015-09-12,Arsenal,England,Green,5,34,Home,10,W,3,1,CA
674,201516,2015-08-29,Arsenal,England,Dark Green,4,35,Away,7,W,3,1,CA
675,201516,2015-08-24,Arsenal,England,Green,3,36,Home,4,D,2,1,CA
676,201516,2015-08-16,Arsenal,England,Dark Green,2,37,Away,3,W,3,1,CA
677,201516,2015-08-09,Arsenal,England,Grey,1,38,Home,0,L,,1,CA
678,201617,2017-05-21,Barcelona,Spain,Dark Green,38,1,Home,90,W,4,1,FL
679,201617,2017-05-14,Barcelona,Spain,Dark Green,37,2,Away,87,W,4,1,FL
680,201617,2017-05-06,Barcelona,Spain,Dark Green,36,3,Home,84,W,5,1,FL
681,201617,2017-04-29,Barcelona,Spain,Green,35,4,Away,81,W,2,1,FL
682,201617,2017-04-26,Barcelona,Spain,Dark Green,34,5,Home,78,W,6,1,FL
683,201617,2017-04-23,Barcelona,Spain,Dark Green,33,6,Away,75,W,5,1,FL
684,201617,2017-04-15,Barcelona,Spain,Dark Green,32,7,Home,72,W,4,1,FL
685,201617,2017-04-08,Barcelona,Spain,Yellow,31,8,Away,69,L,-2,1,FL
686,201617,2017-04-05,Barcelona,Spain,Dark Green,30,9,Home,69,W,4,1,FL
687,201617,2017-04-02,Barcelona,Spain,Dark Green,29,10,Away,66,W,4,1,FL
688,201617,2017-03-19,Barcelona,Spain,Dark Green,28,11,Home,63,W,5,1,FL
689,201617,2017-03-12,Barcelona,Spain,Yellow,27,12,Away,60,L,-2,1,FL
690,201617,2017-03-04,Barcelona,Spain,Dark Green,26,13,Home,60,W,5,1,FL
691,201617,2017-03-01,Barcelona,Spain,Dark Green,25,14,Home,57,W,6,1,FL
692,201617,2017-02-26,Barcelona,Spain,Dark Green,24,15,Away,54,W,4,1,FL
693,201617,2017-02-19,Barcelona,Spain,Green,23,16,Home,51,W,2,1,FL
694,201617,2017-02-11,Barcelona,Spain,Dark Green,22,17,Away,48,W,6,1,FL
695,201617,2017-02-04,Barcelona,Spain,Dark Green,21,18,Home,45,W,4,1,FL
696,201617,2017-01-29,Barcelona,Spain,Red,20,19,Away,42,D,-2,1,FL
697,201617,2017-01-22,Barcelona,Spain,Dark Green,19,20,Away,41,W,4,1,FL
698,201617,2017-01-14,Barcelona,Spain,Dark Green,18,21,Home,38,W,5,1,FL
699,201617,2017-01-08,Barcelona,Spain,Red,17,22,Away,35,D,-1,1,FL
700,201617,2016-12-18,Barcelona,Spain,Dark Green,16,23,Home,34,W,5,1,FL
701,201617,2016-12-10,Barcelona,Spain,Green,15,24,Away,31,W,2,1,FL
702,201617,2016-12-03,Barcelona,Spain,Green,14,25,Home,28,D,2,1,FL
703,201617,2016-11-27,Barcelona,Spain,Red,13,26,Away,27,D,-1,1,FL
704,201617,2016-11-19,Barcelona,Spain,Red,12,27,Home,26,D,-1,1,FL
705,201617,2016-11-06,Barcelona,Spain,Dark Green,11,28,Away,25,W,3,1,FL
706,201617,2016-10-29,Barcelona,Spain,Green,10,29,Home,22,W,2,1,FL
707,201617,2016-10-22,Barcelona,Spain,Green,9,30,Away,19,W,3,1,FL
708,201617,2016-10-15,Barcelona,Spain,Dark Green,8,31,Home,16,W,5,1,FL
709,201617,2016-10-02,Barcelona,Spain,Yellow,7,32,Away,13,L,-2,1,FL
710,201617,2016-09-24,Barcelona,Spain,Dark Green,6,33,Away,13,W,5,1,FL
711,201617,2016-09-21,Barcelona,Spain,Grey,5,34,Home,10,D,-1,1,FL
712,201617,2016-09-17,Barcelona,Spain,Dark Green,4,35,Away,9,W,5,1,FL
713,201617,2016-09-10,Barcelona,Spain,Grey,3,36,Home,6,L,-1,1,FL
714,201617,2016-08-28,Barcelona,Spain,Green,2,37,Away,6,W,3,1,FL
715,201617,2016-08-20,Barcelona,Spain,Dark Green,1,38,Home,3,W,6,1,FL
716,201617,2017-05-21,Chelsea,England,Dark Green,38,1,Home,93,W,5,1,CA
717,201617,2017-05-15,Chelsea,England,Dark Green,37,2,Home,90,W,5,1,CA
718,201617,2017-05-12,Chelsea,England,Green,36,3,Away,87,W,3,1,CA
719,201617,2017-05-08,Chelsea,England,Dark Green,35,4,Home,84,W,4,1,CA
720,201617,2017-04-30,Chelsea,England,Dark Green,34,5,Away,81,W,4,1,CA
721,201617,2017-04-25,Chelsea,England,Dark Green,33,6,Home,78,W,6,1,CA
722,201617,2017-04-16,Chelsea,England,Red,32,7,Away,75,L,-1,1,CA
723,201617,2017-04-08,Chelsea,England,Dark Green,31,8,Away,75,W,3,1,CA
724,201617,2017-04-05,Chelsea,England,Dark Green,30,9,Home,72,W,4,1,CA
725,201617,2017-04-01,Chelsea,England,Grey,29,10,Home,69,L,-1,1,CA
726,201617,2017-03-18,Chelsea,England,Dark Green,28,11,Away,69,W,3,1,CA
727,201617,2017-03-06,Chelsea,England,Dark Green,27,12,Away,66,W,3,1,CA
728,201617,2017-02-25,Chelsea,England,Dark Green,26,13,Home,63,W,4,1,CA
729,201617,2017-02-12,Chelsea,England,Red,25,14,Away,60,D,-1,1,CA
730,201617,2017-02-04,Chelsea,England,Dark Green,24,15,Home,59,W,6,1,CA
731,201617,2017-01-31,Chelsea,England,Grey,23,16,Away,56,D,-1,1,CA
732,201617,2017-01-22,Chelsea,England,Green,22,17,Home,55,W,2,1,CA
733,201617,2017-01-14,Chelsea,England,Dark Green,21,18,Away,52,W,3,1,CA
734,201617,2017-01-04,Chelsea,England,Red,20,19,Away,49,L,-1,1,CA
735,201617,2016-12-31,Chelsea,England,Dark Green,19,20,Home,49,W,5,1,CA
736,201617,2016-12-26,Chelsea,England,Dark Green,18,21,Home,46,W,4,1,CA
737,201617,2016-12-17,Chelsea,England,Dark Green,17,22,Away,43,W,3,1,CA
738,201617,2016-12-14,Chelsea,England,Green,16,23,Away,40,W,3,1,CA
739,201617,2016-12-11,Chelsea,England,Green,15,24,Home,37,W,3,1,CA
740,201617,2016-12-03,Chelsea,England,Dark Green,14,25,Away,34,W,5,1,CA
741,201617,2016-11-26,Chelsea,England,Dark Green,13,26,Home,31,W,3,1,CA
742,201617,2016-11-20,Chelsea,England,Dark Green,12,27,Away,28,W,3,1,CA
743,201617,2016-11-05,Chelsea,England,Dark Green,11,28,Home,25,W,7,1,CA
744,201617,2016-10-30,Chelsea,England,Dark Green,10,29,Away,22,W,4,1,CA
745,201617,2016-10-23,Chelsea,England,Dark Green,9,30,Home,19,W,8,1,CA
