id,Dim_Season,Dim_Date,Dim_Team,Dim_Country,Fct_Indicator,Dim_SEQ,Dim_RSEQ,Dim_HA,Fct_pt,Fct_FTR,Fct_Vpt,Fct_Cnt,Dim_State
746,201617,2016-10-15,Chelsea,England,Dark Green,8,31,Home,16,W,5,1,CA
747,201617,2016-10-01,Chelsea,England,Green,7,32,Away,13,W,3,1,CA
748,201617,2016-09-24,Chelsea,England,Red,6,33,Away,10,L,-2,1,CA
749,201617,2016-09-16,Chelsea,England,Red,5,34,Home,10,L,-1,1,CA
750,201617,2016-09-11,Chelsea,England,Red,4,35,Away,10,D,-1,1,CA
751,201617,2016-08-27,Chelsea,England,Dark Green,3,36,Home,9,W,4,1,CA
752,201617,2016-08-20,Chelsea,England,Dark Green,2,37,Away,6,W,3,1,CA
753,201617,2016-08-15,Chelsea,England,Dark Green,1,38,Home,3,W,3,1,CA
754,201617,2017-05-20,Sevilla,Spain,Dark Green,38,1,Home,72,W,5,1,FL
755,201617,2017-05-14,Sevilla,Spain,Yellow,37,2,Away,69,L,-2,1,FL
756,201617,2017-05-05,Sevilla,Spain,Grey,36,3,Home,69,D,-1,1,FL
757,201617,2017-05-01,Sevilla,Spain,Red,35,4,Away,68,L,-2,1,FL
758,201617,2017-04-27,Sevilla,Spain,Green,34,5,Home,68,W,3,1,FL
759,201617,2017-04-21,Sevilla,Spain,Green,33,6,Home,65,W,2,1,FL
760,201617,2017-04-16,Sevilla,Spain,Grey,32,7,Away,62,D,-1,1,FL
761,201617,2017-04-08,Sevilla,Spain,Dark Green,31,8,Home,61,W,6,1,FL
762,201617,2017-04-05,Sevilla,Spain,Red,30,9,Away,58,L,-2,1,FL
763,201617,2017-04-02,Sevilla,Spain,Red,29,10,Home,58,D,-2,1,FL
764,201617,2017-03-19,Sevilla,Spain,Red,28,11,Away,57,L,-1,1,FL
765,201617,2017-03-11,Sevilla,Spain,Red,27,12,Home,57,D,-2,1,FL
766,201617,2017-03-06,Sevilla,Spain,Grey,26,13,Away,56,D,-1,1,FL
767,201617,2017-03-02,Sevilla,Spain,Dark Green,25,14,Home,55,W,3,1,FL
768,201617,2017-02-25,Sevilla,Spain,Dark Green,24,15,Away,52,W,4,1,FL
769,201617,2017-02-18,Sevilla,Spain,Green,23,16,Home,49,W,3,1,FL
770,201617,2017-02-12,Sevilla,Spain,Dark Green,22,17,Away,46,W,4,1,FL
771,201617,2017-02-05,Sevilla,Spain,Grey,21,18,Home,43,D,-1,1,FL
772,201617,2017-01-29,Sevilla,Spain,Red,20,19,Away,42,L,-2,1,FL
773,201617,2017-01-22,Sevilla,Spain,Dark Green,19,20,Away,42,W,5,1,FL
774,201617,2017-01-15,Sevilla,Spain,Dark Green,18,21,Home,39,W,7,1,FL
775,201617,2017-01-07,Sevilla,Spain,Dark Green,17,22,Away,36,W,7,1,FL
776,201617,2016-12-17,Sevilla,Spain,Dark Green,16,23,Home,33,W,6,1,FL
777,201617,2016-12-11,Sevilla,Spain,Dark Green,15,24,Away,30,W,4,1,FL
778,201617,2016-12-03,Sevilla,Spain,Red,14,25,Away,27,L,-2,1,FL
779,201617,2016-11-26,Sevilla,Spain,Dark Green,13,26,Home,27,W,3,1,FL
780,201617,2016-11-19,Sevilla,Spain,Dark Green,12,27,Away,24,W,4,1,FL
781,201617,2016-11-06,Sevilla,Spain,Red,11,28,Home,21,L,-1,1,FL
782,201617,2016-10-29,Sevilla,Spain,Grey,10,29,Away,21,D,-1,1,FL
783,201617,2016-10-23,Sevilla,Spain,Dark Green,9,30,Home,20,W,5,1,FL
784,201617,2016-10-15,Sevilla,Spain,Dark Green,8,31,Away,17,W,4,1,FL
785,201617,2016-10-01,Sevilla,Spain,Green,7,32,Home,14,W,3,1,FL
786,201617,2016-09-24,Sevilla,Spain,Yellow,6,33,Away,11,L,-2,1,FL
787,201617,2016-09-20,Sevilla,Spain,Green,5,34,Home,11,W,3,1,FL
788,201617,2016-09-17,Sevilla,Spain,Grey,4,35,Away,8,D,-1,1,FL
789,201617,2016-09-10,Sevilla,Spain,Green,3,36,Home,7,W,3,1,FL
790,201617,2016-08-28,Sevilla,Spain,Grey,2,37,Away,4,D,-1,1,FL
791,201617,2016-08-20,Sevilla,Spain,Dark Green,1,38,Home,3,W,8,1,FL
792,201718,2018-05-13,Arsenal,England,Dark Green,38,1,Away,63,W,3,1,CA
793,201718,2018-05-09,Arsenal,England,Red,37,2,Away,60,L,-2,1,CA
794,201718,2018-05-06,Arsenal,England,Dark Green,36,3,Home,60,W,7,1,CA
795,201718,2018-04-29,Arsenal,England,Red,35,4,Away,57,L,-1,1,CA
796,201718,2018-04-22,Arsenal,England,Dark Green,34,5,Home,57,W,6,1,CA
797,201718,2018-04-15,Arsenal,England,Red,33,6,Away,54,L,-1,1,CA
798,201718,2018-04-08,Arsenal,England,Dark Green,32,7,Home,54,W,5,1,CA
799,201718,2018-04-01,Arsenal,England,Dark Green,31,8,Home,51,W,4,1,CA
800,201718,2018-03-11,Arsenal,England,Dark Green,30,9,Home,48,W,5,1,CA
801,201718,2018-03-04,Arsenal,England,Red,29,10,Away,45,L,-2,1,CA
802,201718,2018-03-01,Arsenal,England,Red,28,11,Home,45,L,-1,1,CA
803,201718,2018-02-10,Arsenal,England,Red,27,12,Away,45,L,-1,1,CA
804,201718,2018-02-03,Arsenal,England,Dark Green,26,13,Home,45,W,6,1,CA
805,201718,2018-01-30,Arsenal,England,Yellow,25,14,Away,42,L,-2,1,CA
806,201718,2018-01-20,Arsenal,England,Dark Green,24,15,Home,42,W,6,1,CA
807,201718,2018-01-14,Arsenal,England,Red,23,16,Away,39,L,-2,1,CA
808,201718,2018-01-03,Arsenal,England,Green,22,17,Home,39,D,2,1,CA
809,201718,2017-12-31,Arsenal,England,Red,21,18,Away,38,D,-1,1,CA
810,201718,2017-12-28,Arsenal,England,Dark Green,20,19,Away,37,W,3,1,CA
811,201718,2017-12-22,Arsenal,England,Green,19,20,Home,34,D,3,1,CA
812,201718,2017-12-16,Arsenal,England,Green,18,21,Home,33,W,3,1,CA
813,201718,2017-12-13,Arsenal,England,Red,17,22,Away,30,D,-1,1,CA
814,201718,2017-12-10,Arsenal,England,Grey,16,23,Away,29,D,-1,1,CA
815,201718,2017-12-02,Arsenal,England,Red,15,24,Home,28,L,-2,1,CA
816,201718,2017-11-29,Arsenal,England,Dark Green,14,25,Home,28,W,6,1,CA
817,201718,2017-11-26,Arsenal,England,Dark Green,13,26,Away,25,W,3,1,CA
818,201718,2017-11-18,Arsenal,England,Dark Green,12,27,Home,22,W,6,1,CA
819,201718,2017-11-05,Arsenal,England,Red,11,28,Away,19,L,-1,1,CA
820,201718,2017-10-28,Arsenal,England,Green,10,29,Home,19,W,3,1,CA
821,201718,2017-10-22,Arsenal,England,Dark Green,9,30,Away,16,W,7,1,CA
822,201718,2017-10-14,Arsenal,England,Red,8,31,Away,13,L,-1,1,CA
823,201718,2017-10-01,Arsenal,England,Green,7,32,Home,13,W,3,1,CA
824,201718,2017-09-25,Arsenal,England,Green,6,33,Home,10,W,3,1,CA
825,201718,2017-09-17,Arsenal,England,Green,5,34,Away,7,D,3,1,CA
826,201718,2017-09-09,Arsenal,England,Dark Green,4,35,Home,6,W,4,1,CA
827,201718,2017-08-27,Arsenal,England,Red,3,36,Away,3,L,-1,1,CA
828,201718,2017-08-19,Arsenal,England,Red,2,37,Away,3,L,-2,1,CA
829,201718,2017-08-11,Arsenal,England,Dark Green,1,38,Home,3,W,6,1,CA
830,201718,2018-05-19,Sevilla,Spain,Green,38,1,Home,58,W,3,1,FL
831,201718,2018-05-12,Sevilla,Spain,Green,37,2,Away,55,D,2,1,FL
832,201718,2018-05-09,Sevilla,Spain,Dark Green,36,3,Home,54,W,8,1,FL
833,201718,2018-05-04,Sevilla,Spain,Dark Green,35,4,Home,51,W,4,1,FL
834,201718,2018-04-27,Sevilla,Spain,Red,34,5,Away,48,L,-2,1,FL
835,201718,2018-04-17,Sevilla,Spain,Grey,33,6,Away,48,D,-1,1,FL
836,201718,2018-04-14,Sevilla,Spain,Green,32,7,Home,47,D,2,1,FL
837,201718,2018-04-07,Sevilla,Spain,Red,31,8,Away,46,L,-1,1,FL
838,201718,2018-03-31,Sevilla,Spain,Green,30,9,Home,46,D,3,1,FL
839,201718,2018-03-18,Sevilla,Spain,Red,29,10,Away,45,L,-2,1,FL
840,201718,2018-03-10,Sevilla,Spain,Red,28,11,Home,45,L,-1,1,FL
841,201718,2018-03-03,Sevilla,Spain,Dark Green,27,12,Home,45,W,3,1,FL
842,201718,2018-02-28,Sevilla,Spain,Dark Green,26,13,Away,42,W,4,1,FL
843,201718,2018-02-25,Sevilla,Spain,Yellow,25,14,Home,39,L,-2,1,FL
844,201718,2018-02-17,Sevilla,Spain,Dark Green,24,15,Away,39,W,4,1,FL
845,201718,2018-02-11,Sevilla,Spain,Dark Green,23,16,Home,36,W,3,1,FL
846,201718,2018-02-03,Sevilla,Spain,Red,22,17,Away,33,L,-1,1,FL
847,201718,2018-01-28,Sevilla,Spain,Grey,21,18,Home,33,D,-1,1,FL
848,201718,2018-01-20,Sevilla,Spain,Dark Green,20,19,Away,32,W,4,1,FL
849,201718,2018-01-14,Sevilla,Spain,Red,19,20,Away,29,L,-2,1,FL
850,201718,2018-01-06,Sevilla,Spain,Grey,18,21,Home,29,L,-1,1,FL
851,201718,2017-12-20,Sevilla,Spain,Red,17,22,Away,29,L,-1,1,FL
852,201718,2017-12-15,Sevilla,Spain,Red,16,23,Home,29,D,-1,1,FL
853,201718,2017-12-09,Sevilla,Spain,Yellow,15,24,Away,28,L,-3,1,FL
854,201718,2017-12-02,Sevilla,Spain,Green,14,25,Home,28,W,3,1,FL
855,201718,2017-11-26,Sevilla,Spain,Dark Green,13,26,Away,25,W,4,1,FL
856,201718,2017-11-18,Sevilla,Spain,Dark Green,12,27,Home,22,W,3,1,FL
857,201718,2017-11-04,Sevilla,Spain,Grey,11,28,Away,19,L,-1,1,FL
858,201718,2017-10-28,Sevilla,Spain,Dark Green,10,29,Home,19,W,3,1,FL
859,201718,2017-10-21,Sevilla,Spain,Yellow,9,30,Away,16,L,-2,1,FL
860,201718,2017-10-14,Sevilla,Spain,Red,8,31,Away,16,L,-1,1,FL
861,201718,2017-09-30,Sevilla,Spain,Green,7,32,Home,16,W,3,1,FL
862,201718,2017-09-23,Sevilla,Spain,Red,6,33,Away,13,L,-1,1,FL
863,201718,2017-09-20,Sevilla,Spain,Green,5,34,Home,13,W,3,1,FL
864,201718,2017-09-17,Sevilla,Spain,Dark Green,4,35,Away,10,W,4,1,FL
865,201718,2017-09-09,Sevilla,Spain,Dark Green,3,36,Home,7,W,5,1,FL
866,201718,2017-08-27,Sevilla,Spain,Dark Green,2,37,Away,4,W,4,1,FL
867,201718,2017-08-19,Sevilla,Spain,Grey,1,38,Home,1,D,-1,1,FL
868,201819,2019-05-19,Barcelona,Spain,Grey,38,1,Away,87,D,-1,1,FL
869,201819,2019-05-12,Barcelona,Spain,Green,37,2,Home,86,W,3,1,FL
870,201819,2019-05-04,Barcelona,Spain,Red,36,3,Away,83,L,-1,1,FL
871,201819,2019-04-27,Barcelona,Spain,Green,35,4,Home,83,W,2,1,FL
872,201819,2019-04-23,Barcelona,Spain,Green,34,5,Away,80,W,3,1,FL
873,201819,2019-04-20,Barcelona,Spain,Green,33,6,Home,77,W,2,1,FL
874,201819,2019-04-13,Barcelona,Spain,Red,32,7,Away,74,D,-1,1,FL
875,201819,2019-04-06,Barcelona,Spain,Dark Green,31,8,Home,73,W,3,1,FL
876,201819,2019-04-02,Barcelona,Spain,Yellow,30,9,Away,70,D,-2,1,FL
877,201819,2019-03-30,Barcelona,Spain,Green,29,10,Home,69,W,2,1,FL
878,201819,2019-03-17,Barcelona,Spain,Dark Green,28,11,Away,66,W,4,1,FL
879,201819,2019-03-09,Barcelona,Spain,Dark Green,27,12,Home,63,W,4,1,FL
880,201819,2019-03-02,Barcelona,Spain,Dark Green,26,13,Away,60,W,4,1,FL
881,201819,2019-02-23,Barcelona,Spain,Dark Green,25,14,Away,57,W,5,1,FL
882,201819,2019-02-16,Barcelona,Spain,Green,24,15,Home,54,W,2,1,FL
883,201819,2019-02-10,Barcelona,Spain,Red,23,16,Away,51,D,-1,1,FL
884,201819,2019-02-02,Barcelona,Spain,Red,22,17,Home,50,D,-1,1,FL
885,201819,2019-01-27,Barcelona,Spain,Green,21,18,Away,49,W,3,1,FL
886,201819,2019-01-20,Barcelona,Spain,Dark Green,20,19,Home,46,W,4,1,FL
887,201819,2019-01-13,Barcelona,Spain,Dark Green,19,20,Home,43,W,4,1,FL
888,201819,2019-01-06,Barcelona,Spain,Green,18,21,Away,40,W,3,1,FL
889,201819,2018-12-22,Barcelona,Spain,Green,17,22,Home,37,W,2,1,FL
890,201819,2018-12-16,Barcelona,Spain,Dark Green,16,23,Away,34,W,5,1,FL
891,201819,2018-12-08,Barcelona,Spain,Dark Green,15,24,Away,31,W,5,1,FL
892,201819,2018-12-02,Barcelona,Spain,Green,14,25,Home,28,W,2,1,FL
893,201819,2018-11-24,Barcelona,Spain,Grey,13,26,Away,25,D,-1,1,FL
894,201819,2018-11-11,Barcelona,Spain,Grey,12,27,Home,24,L,-1,1,FL
895,201819,2018-11-03,Barcelona,Spain,Green,11,28,Away,24,W,3,1,FL
896,201819,2018-10-28,Barcelona,Spain,Dark Green,10,29,Home,21,W,8,1,FL
897,201819,2018-10-20,Barcelona,Spain,Dark Green,9,30,Home,18,W,5,1,FL
898,201819,2018-10-07,Barcelona,Spain,Red,8,31,Away,15,D,-1,1,FL
899,201819,2018-09-29,Barcelona,Spain,Red,7,32,Home,14,D,-1,1,FL
900,201819,2018-09-26,Barcelona,Spain,Yellow,6,33,Away,13,L,-2,1,FL
901,201819,2018-09-23,Barcelona,Spain,Red,5,34,Home,13,D,-1,1,FL
902,201819,2018-09-15,Barcelona,Spain,Green,4,35,Away,12,W,3,1,FL
903,201819,2018-09-02,Barcelona,Spain,Dark Green,3,36,Home,9,W,7,1,FL
904,201819,2018-08-25,Barcelona,Spain,Green,2,37,Away,6,W,2,1,FL
905,201819,2018-08-18,Barcelona,Spain,Dark Green,1,38,Home,3,W,4,1,FL
906,201819,2019-05-12,Chelsea,England,Grey,38,1,Away,72,D,-1,1,CA
907,201819,2019-05-05,Chelsea,England,Dark Green,37,2,Home,71,W,4,1,CA
908,201819,2019-04-28,Chelsea,England,Grey,36,3,Away,68,D,-1,1,CA
909,201819,2019-04-22,Chelsea,England,Red,35,4,Home,67,D,-1,1,CA
910,201819,2019-04-14,Chelsea,England,Red,34,5,Away,66,L,-1,1,CA
911,201819,2019-04-08,Chelsea,England,Green,33,6,Home,66,W,3,1,CA
912,201819,2019-04-03,Chelsea,England,Dark Green,32,7,Home,63,W,4,1,CA
913,201819,2019-03-31,Chelsea,England,Green,31,8,Away,60,W,3,1,CA
914,201819,2019-03-17,Chelsea,England,Red,30,9,Away,57,L,-2,1,CA
915,201819,2019-03-10,Chelsea,England,Grey,29,10,Home,57,D,-1,1,CA
916,201819,2019-03-03,Chelsea,England,Green,28,11,Away,56,W,3,1,CA
917,201819,2019-02-27,Chelsea,England,Dark Green,27,12,Home,53,W,6,1,CA
918,201819,2019-02-10,Chelsea,England,Yellow,26,13,Away,50,L,-3,1,CA
919,201819,2019-02-02,Chelsea,England,Dark Green,25,14,Home,50,W,6,1,CA
920,201819,2019-01-30,Chelsea,England,Red,24,15,Away,47,L,-2,1,CA
921,201819,2019-01-19,Chelsea,England,Red,23,16,Away,47,L,-1,1,CA
922,201819,2019-01-12,Chelsea,England,Green,22,17,Home,47,W,2,1,CA
923,201819,2019-01-02,Chelsea,England,Red,21,18,Home,44,D,-2,1,CA
924,201819,2018-12-30,Chelsea,England,Dark Green,20,19,Away,43,W,3,1,CA
925,201819,2018-12-26,Chelsea,England,Dark Green,19,20,Away,40,W,3,1,CA
926,201819,2018-12-22,Chelsea,England,Grey,18,21,Home,37,L,-1,1,CA
927,201819,2018-12-16,Chelsea,England,Green,17,22,Away,37,W,3,1,CA
928,201819,2018-12-08,Chelsea,England,Dark Green,16,23,Home,34,W,8,1,CA
929,201819,2018-12-05,Chelsea,England,Red,15,24,Away,31,L,-2,1,CA
930,201819,2018-12-02,Chelsea,England,Green,14,25,Home,31,W,2,1,CA
931,201819,2018-11-24,Chelsea,England,Yellow,13,26,Away,28,L,-2,1,CA
932,201819,2018-11-11,Chelsea,England,Red,12,27,Home,28,D,-1,1,CA
933,201819,2018-11-04,Chelsea,England,Dark Green,11,28,Home,27,W,4,1,CA
934,201819,2018-10-28,Chelsea,England,Dark Green,10,29,Away,24,W,4,1,CA
935,201819,2018-10-20,Chelsea,England,Red,9,30,Home,21,D,-1,1,CA
936,201819,2018-10-07,Chelsea,England,Dark Green,8,31,Away,20,W,3,1,CA
937,201819,2018-09-29,Chelsea,England,Green,7,32,Home,17,D,2,1,CA
938,201819,2018-09-23,Chelsea,England,Red,6,33,Away,16,D,-1,1,CA
939,201819,2018-09-15,Chelsea,England,Dark Green,5,34,Home,15,W,5,1,CA
940,201819,2018-09-01,Chelsea,England,Green,4,35,Home,12,W,3,1,CA
941,201819,2018-08-26,Chelsea,England,Dark Green,3,36,Away,9,W,3,1,CA
942,201819,2018-08-18,Chelsea,England,Dark Green,2,37,Home,6,W,5,1,CA
943,201819,2018-08-11,Chelsea,England,Dark Green,1,38,Away,3,W,3,1,CA
944,201920,2020-02-23,Arsenal,England,Dark Green,27,1,Home,37,W,6,1,CA
945,201920,2020-02-16,Arsenal,England,Dark Green,26,2,Home,34,W,6,1,CA
946,201920,2020-02-02,Arsenal,England,Grey,25,3,Away,31,D,-1,1,CA
947,201920,2020-01-21,Arsenal,England,Green,24,4,Away,30,D,3,1,CA
948,201920,2020-01-18,Arsenal,England,Green,23,5,Home,29,D,2,1,CA
949,201920,2020-01-11,Arsenal,England,Green,22,6,Away,28,D,2,1,CA
950,201920,2020-01-01,Arsenal,England,Dark Green,21,7,Home,27,W,6,1,CA
951,201920,2019-12-29,Arsenal,England,Grey,20,8,Home,24,L,-1,1,CA
952,201920,2019-12-26,Arsenal,England,Grey,19,9,Away,24,D,-1,1,CA
953,201920,2019-12-21,Arsenal,England,Grey,18,10,Away,23,D,-1,1,CA
954,201920,2019-12-15,Arsenal,England,Red,17,11,Home,22,L,-1,1,CA
955,201920,2019-12-09,Arsenal,England,Dark Green,16,12,Away,22,W,3,1,CA
956,201920,2019-12-05,Arsenal,England,Red,15,13,Home,19,L,-1,1,CA
957,201920,2019-12-01,Arsenal,England,Grey,14,14,Away,19,D,-1,1,CA
958,201920,2019-11-23,Arsenal,England,Red,13,15,Home,18,D,-1,1,CA
959,201920,2019-11-09,Arsenal,England,Grey,12,16,Away,17,L,-1,1,CA
960,201920,2019-11-02,Arsenal,England,Grey,11,17,Home,17,D,-1,1,CA
961,201920,2019-10-27,Arsenal,England,Grey,10,18,Home,16,D,-1,1,CA
962,201920,2019-10-21,Arsenal,England,Red,9,19,Away,15,L,-2,1,CA
963,201920,2019-10-06,Arsenal,England,Green,8,20,Home,15,W,3,1,CA
964,201920,2019-09-30,Arsenal,England,Grey,7,21,Away,12,D,-1,1,CA
965,201920,2019-09-22,Arsenal,England,Dark Green,6,22,Home,11,W,4,1,CA
966,201920,2019-09-15,Arsenal,England,Grey,5,23,Away,8,D,-1,1,CA
967,201920,2019-09-01,Arsenal,England,Grey,4,24,Home,7,D,-1,1,CA
968,201920,2019-08-24,Arsenal,England,Red,3,25,Away,6,L,-1,1,CA
969,201920,2019-08-17,Arsenal,England,Green,2,26,Home,6,W,3,1,CA
970,201920,2019-08-11,Arsenal,England,Dark Green,1,27,Away,3,W,3,1,CA
971,200809,2008-10-19,Barcelona,Spain,Green,7,32,Away,16,W,3,1,FL
972,200809,2008-10-04,Barcelona,Spain,Dark Green,6,33,Home,13,W,8,1,FL
973,200809,2008-09-27,Barcelona,Spain,Dark Green,5,34,Away,10,W,3,1,FL
974,200809,2008-09-24,Barcelona,Spain,Dark Green,4,35,Home,7,W,4,1,FL
975,200809,2008-09-21,Barcelona,Spain,Dark Green,3,36,Away,4,W,7,1,FL
976,200809,2008-09-13,Barcelona,Spain,Green,2,37,Home,1,D,1,1,FL
977,200809,2008-08-31,Barcelona,Spain,Grey,1,38,Away,0,L,,1,FL
978,200809,2009-05-24,Chelsea,England,Dark Green,38,1,Away,83,W,3,1,CA
979,200809,2009-05-17,Chelsea,England,Green,37,2,Home,80,W,3,1,CA
980,200809,2009-05-10,Chelsea,England,Dark Green,36,3,Away,77,W,7,1,CA
981,200809,2009-05-02,Chelsea,England,Dark Green,35,4,Home,74,W,5,1,CA
982,200809,2009-04-25,Chelsea,England,Dark Green,34,5,Away,71,W,3,1,CA
983,200809,2009-04-22,Chelsea,England,Grey,33,6,Home,68,D,-1,1,CA
984,200809,2009-04-11,Chelsea,England,Dark Green,32,7,Home,67,W,5,1,CA
985,200809,2009-04-04,Chelsea,England,Dark Green,31,8,Away,64,W,3,1,CA
986,200809,2009-03-21,Chelsea,England,Red,30,9,Away,61,L,-2,1,CA
987,200809,2009-03-15,Chelsea,England,Green,29,10,Home,61,W,3,1,CA
988,200809,2009-03-03,Chelsea,England,Green,28,11,Away,58,W,3,1,CA
989,200809,2009-02-28,Chelsea,England,Green,27,12,Home,55,W,3,1,CA
990,200809,2009-02-21,Chelsea,England,Dark Green,26,13,Away,52,W,4,1,CA
991,200809,2009-02-07,Chelsea,England,Red,25,14,Home,49,D,-1,1,CA
992,200809,2009-02-01,Chelsea,England,Red,24,15,Away,48,L,-1,1,CA
993,200809,2009-01-28,Chelsea,England,Green,23,16,Home,48,W,2,1,CA
994,200809,2009-01-17,Chelsea,England,Green,22,17,Home,45,W,2,1,CA
995,200809,2009-01-11,Chelsea,England,Red,21,18,Away,42,L,-1,1,CA
996,200809,2008-12-28,Chelsea,England,Red,20,19,Away,42,D,-1,1,CA
997,200809,2008-12-26,Chelsea,England,Green,19,20,Home,41,W,2,1,CA
998,200809,2008-12-22,Chelsea,England,Red,18,21,Away,38,D,-1,1,CA
999,200809,2008-12-14,Chelsea,England,Red,17,22,Home,37,D,-1,1,CA
1000,200809,2008-12-06,Chelsea,England,Green,16,23,Away,36,W,3,1,CA
1001,200809,2008-11-30,Chelsea,England,Red,15,24,Home,33,L,-1,1,CA
1002,200809,2008-11-22,Chelsea,England,Red,14,25,Home,33,D,-2,1,CA
1003,200809,2008-11-15,Chelsea,England,Green,13,26,Away,32,W,3,1,CA
1004,200809,2008-11-09,Chelsea,England,Green,12,27,Away,29,W,3,1,CA
1005,200809,2008-11-01,Chelsea,England,Dark Green,11,28,Home,26,W,6,1,CA
1006,200809,2008-10-29,Chelsea,England,Green,10,29,Away,23,W,3,1,CA
1007,200809,2008-10-26,Chelsea,England,Red,9,30,Home,20,L,-1,1,CA
1008,200809,2008-10-18,Chelsea,England,Dark Green,8,31,Away,20,W,6,1,CA
1009,200809,2008-10-05,Chelsea,England,Green,7,32,Home,17,W,3,1,CA
1010,200809,2008-09-27,Chelsea,England,Green,6,33,Away,14,W,3,1,CA
1011,200809,2008-09-21,Chelsea,England,Red,5,34,Home,11,D,-2,1,CA
1012,200809,2008-09-13,Chelsea,England,Dark Green,4,35,Away,10,W,3,1,CA
1013,200809,2008-08-31,Chelsea,England,Yellow,3,36,Home,7,D,-5,1,CA
1014,200809,2008-08-24,Chelsea,England,Green,2,37,Away,6,W,3,1,CA
1015,200809,2008-08-17,Chelsea,England,Dark Green,1,38,Home,3,W,5,1,CA
1016,200910,2010-05-09,Arsenal,England,Dark Green,38,1,Home,75,W,5,1,CA
1017,200910,2010-05-03,Arsenal,England,Red,37,2,Away,72,L,-2,1,CA
1018,200910,2010-04-24,Arsenal,England,Grey,36,3,Home,72,D,-1,1,CA
1019,200910,2010-04-18,Arsenal,England,Red,35,4,Away,71,L,-2,1,CA
1020,200910,2010-04-14,Arsenal,England,Red,34,5,Away,71,L,-1,1,CA
1021,200910,2010-04-03,Arsenal,England,Green,33,6,Home,71,W,2,1,CA
1022,200910,2010-03-27,Arsenal,England,Red,32,7,Away,68,D,-1,1,CA
1023,200910,2010-03-20,Arsenal,England,Green,31,8,Home,67,W,2,1,CA
1024,200910,2010-03-13,Arsenal,England,Green,30,9,Away,64,W,3,1,CA
1025,200910,2010-03-06,Arsenal,England,Dark Green,29,10,Home,61,W,4,1,CA
1026,200910,2010-02-27,Arsenal,England,Dark Green,28,11,Away,58,W,3,1,CA
1027,200910,2010-02-20,Arsenal,England,Green,27,12,Home,55,W,2,1,CA
1028,200910,2010-02-10,Arsenal,England,Dark Green,26,13,Home,52,W,4,1,CA
1029,200910,2010-02-07,Arsenal,England,Red,25,14,Away,49,L,-1,1,CA
1030,200910,2010-01-31,Arsenal,England,Yellow,24,15,Home,49,L,-2,1,CA
1031,200910,2010-01-27,Arsenal,England,Grey,23,16,Away,49,D,-1,1,CA
1032,200910,2010-01-20,Arsenal,England,Dark Green,22,17,Home,48,W,5,1,CA
1033,200910,2010-01-17,Arsenal,England,Green,21,18,Away,45,W,3,1,CA
1034,200910,2010-01-09,Arsenal,England,Red,20,19,Home,42,D,-1,1,CA
1035,200910,2009-12-30,Arsenal,England,Dark Green,19,20,Away,41,W,5,1,CA
1036,200910,2009-12-27,Arsenal,England,Dark Green,18,21,Home,38,W,5,1,CA
1037,200910,2009-12-19,Arsenal,England,Dark Green,17,22,Home,35,W,4,1,CA
1038,200910,2009-12-16,Arsenal,England,Red,16,23,Away,32,D,-1,1,CA
1039,200910,2009-12-13,Arsenal,England,Dark Green,15,24,Away,31,W,5,1,CA
1040,200910,2009-12-05,Arsenal,England,Green,14,25,Home,28,W,3,1,CA
1041,200910,2009-11-29,Arsenal,England,Red,13,26,Home,25,L,-2,1,CA
1042,200910,2009-11-21,Arsenal,England,Red,12,27,Away,25,L,-2,1,CA
1043,200910,2009-11-07,Arsenal,England,Dark Green,11,28,Away,25,W,4,1,CA
1044,200910,2009-10-31,Arsenal,England,Dark Green,10,29,Home,22,W,5,1,CA
1045,200910,2009-10-25,Arsenal,England,Red,9,30,Away,19,D,-1,1,CA
1046,200910,2009-10-17,Arsenal,England,Dark Green,8,31,Home,18,W,4,1,CA
1047,200910,2009-10-04,Arsenal,England,Dark Green,7,32,Home,15,W,6,1,CA
1048,200910,2009-09-26,Arsenal,England,Green,6,33,Away,12,W,3,1,CA
1049,200910,2009-09-19,Arsenal,England,Dark Green,5,34,Home,9,W,5,1,CA
1050,200910,2009-09-12,Arsenal,England,Red,4,35,Away,6,L,-1,1,CA
1051,200910,2009-08-29,Arsenal,England,Grey,3,36,Away,6,L,-1,1,CA
1052,200910,2009-08-22,Arsenal,England,Dark Green,2,37,Home,6,W,5,1,CA
1053,200910,2009-08-15,Arsenal,England,Dark Green,1,38,Away,3,W,9,1,CA
1054,200910,2010-05-09,Chelsea,England,Dark Green,38,1,Home,86,W,7,1,CA
1055,200910,2010-05-02,Chelsea,England,Dark Green,37,2,Away,83,W,3,1,CA
1056,200910,2010-04-25,Chelsea,England,Dark Green,36,3,Home,80,W,7,1,CA
1057,200910,2010-04-17,Chelsea,England,Red,35,4,Away,77,L,-2,1,CA
1058,200910,2010-04-13,Chelsea,England,Green,34,5,Home,77,W,2,1,CA
1059,200910,2010-04-03,Chelsea,England,Dark Green,33,6,Away,74,W,4,1,CA
1060,200910,2010-03-27,Chelsea,England,Dark Green,32,7,Home,71,W,8,1,CA
1061,200910,2010-03-24,Chelsea,England,Dark Green,31,8,Away,68,W,5,1,CA
1062,200910,2010-03-21,Chelsea,England,Red,30,9,Away,65,D,-1,1,CA
1063,200910,2010-03-13,Chelsea,England,Dark Green,29,10,Home,64,W,5,1,CA
